Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 01:31:17.997000,LEC,16,0 days 00:01:51.969000,21.0,1.0,,0 days 01:31:16.365000,0 days 00:00:27.352000,0 days 00:00:30.901000,0 days 00:00:53.716000,0 days 01:29:53.402000,0 days 01:30:24.303000,0 days 01:31:18.019000,272.0,252.0,,307.0,False,MEDIUM,21.0,True,Ferrari,0 days 01:29:26.028000,2024-04-21 07:37:44.701,26,4.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:33:48.238000,LEC,16,,22.0,2.0,0 days 01:31:38.575000,,0 days 00:00:52.152000,0 days 00:00:40.979000,0 days 00:00:57.074000,0 days 01:32:10.277000,0 days 01:32:51.249000,0 days 01:33:48.438000,203.0,176.0,226.0,212.0,False,HARD,1.0,True,Ferrari,0 days 01:31:17.997000,2024-04-21 07:39:36.670,6,5.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:36:01.149000,LEC,16,0 days 00:02:12.911000,23.0,2.0,,,0 days 00:00:37.046000,0 days 00:00:39.533000,0 days 00:00:56.332000,0 days 01:34:25.306000,0 days 01:35:04.839000,0 days 01:36:01.171000,187.0,144.0,228.0,271.0,False,HARD,2.0,True,Ferrari,0 days 01:33:48.238000,2024-04-21 07:42:06.911,64,4.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:38:17.991000,LEC,16,0 days 00:02:16.842000,24.0,2.0,,,0 days 00:00:35.007000,0 days 00:00:38.685000,0 days 00:01:03.150000,0 days 01:36:36.178000,0 days 01:37:14.863000,0 days 01:38:18.013000,199.0,233.0,225.0,203.0,False,HARD,3.0,True,Ferrari,0 days 01:36:01.149000,2024-04-21 07:44:19.822,4,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:40:43.200000,LEC,16,0 days 00:02:25.209000,25.0,2.0,,,0 days 00:00:36.693000,0 days 00:00:46.826000,0 days 00:01:01.690000,0 days 01:38:54.706000,0 days 01:39:41.532000,0 days 01:40:43.222000,234.0,196.0,185.0,268.0,False,HARD,4.0,True,Ferrari,0 days 01:38:17.991000,2024-04-21 07:46:36.664,4,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:43:18.896000,LEC,16,,26.0,2.0,,,0 days 00:00:34.080000,0 days 00:00:44.478000,0 days 00:01:17.132000,0 days 01:41:17.308000,0 days 01:42:01.874000,0 days 01:43:19.083000,170.0,216.0,255.0,111.0,False,HARD,5.0,True,Ferrari,0 days 01:40:43.200000,2024-04-21 07:49:01.873,41,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:45:07.620000,LEC,16,0 days 00:01:48.724000,27.0,2.0,,,0 days 00:00:26.655000,0 days 00:00:29.957000,0 days 00:00:52.112000,0 days 01:43:45.573000,0 days 01:44:15.530000,0 days 01:45:07.642000,272.0,265.0,210.0,310.0,False,HARD,6.0,True,Ferrari,0 days 01:43:18.896000,2024-04-21 07:51:37.569,124,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:47:38.759000,LEC,16,,28.0,2.0,,,0 days 00:00:34.738000,0 days 00:00:51.235000,0 days 00:01:05.199000,0 days 01:45:42.574000,0 days 01:46:33.610000,0 days 01:47:38.844000,120.0,225.0,208.0,155.0,False,HARD,7.0,True,Ferrari,0 days 01:45:07.620000,2024-04-21 07:53:26.293,4,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:50:05.093000,LEC,16,0 days 00:02:26.334000,29.0,2.0,,,0 days 00:00:39.650000,0 days 00:00:45.685000,0 days 00:01:00.999000,0 days 01:48:18.431000,0 days 01:49:04.116000,0 days 01:50:05.115000,228.0,225.0,170.0,264.0,False,HARD,8.0,True,Ferrari,0 days 01:47:38.759000,2024-04-21 07:55:57.432,4,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:52:25.877000,LEC,16,0 days 00:02:20.784000,30.0,2.0,,,0 days 00:00:35.682000,0 days 00:00:43.965000,0 days 00:01:01.137000,0 days 01:50:40.797000,0 days 01:51:24.762000,0 days 01:52:25.899000,234.0,173.0,189.0,262.0,False,HARD,9.0,True,Ferrari,0 days 01:50:05.093000,2024-04-21 07:58:23.766,4,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:54:52.643000,LEC,16,0 days 00:02:26.766000,31.0,2.0,,,0 days 00:00:34.005000,0 days 00:00:44.877000,0 days 00:01:07.884000,0 days 01:52:59.904000,0 days 01:53:44.781000,0 days 01:54:52.665000,158.0,228.0,257.0,128.0,False,HARD,10.0,True,Ferrari,0 days 01:52:25.877000,2024-04-21 08:00:44.550,41,3.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:56:32.168000,LEC,16,0 days 00:01:39.525000,32.0,2.0,,,0 days 00:00:26.515000,0 days 00:00:29.931000,0 days 00:00:43.079000,0 days 01:55:19.180000,0 days 01:55:49.111000,0 days 01:56:32.190000,277.0,267.0,257.0,309.0,True,HARD,11.0,True,Ferrari,0 days 01:54:52.643000,2024-04-21 08:03:11.316,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:58:11.552000,LEC,16,0 days 00:01:39.384000,33.0,2.0,,,0 days 00:00:26.529000,0 days 00:00:29.829000,0 days 00:00:43.026000,0 days 01:56:58.719000,0 days 01:57:28.548000,0 days 01:58:11.574000,275.0,268.0,257.0,309.0,True,HARD,12.0,True,Ferrari,0 days 01:56:32.168000,2024-04-21 08:04:50.841,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:59:51.113000,LEC,16,0 days 00:01:39.561000,34.0,2.0,,,0 days 00:00:26.526000,0 days 00:00:29.914000,0 days 00:00:43.121000,0 days 01:58:38.100000,0 days 01:59:08.014000,0 days 01:59:51.135000,276.0,268.0,257.0,310.0,False,HARD,13.0,True,Ferrari,0 days 01:58:11.552000,2024-04-21 08:06:30.225,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:01:30.820000,LEC,16,0 days 00:01:39.707000,35.0,2.0,,,0 days 00:00:26.680000,0 days 00:00:29.951000,0 days 00:00:43.076000,0 days 02:00:17.815000,0 days 02:00:47.766000,0 days 02:01:30.842000,275.0,269.0,257.0,309.0,False,HARD,14.0,True,Ferrari,0 days 01:59:51.113000,2024-04-21 08:08:09.786,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:03:10.595000,LEC,16,0 days 00:01:39.775000,36.0,2.0,,,0 days 00:00:26.525000,0 days 00:00:30.025000,0 days 00:00:43.225000,0 days 02:01:57.367000,0 days 02:02:27.392000,0 days 02:03:10.617000,275.0,266.0,258.0,308.0,False,HARD,15.0,True,Ferrari,0 days 02:01:30.820000,2024-04-21 08:09:49.493,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:04:50.635000,LEC,16,0 days 00:01:40.040000,37.0,2.0,,,0 days 00:00:26.585000,0 days 00:00:30.103000,0 days 00:00:43.352000,0 days 02:03:37.202000,0 days 02:04:07.305000,0 days 02:04:50.657000,273.0,265.0,259.0,309.0,False,HARD,16.0,True,Ferrari,0 days 02:03:10.595000,2024-04-21 08:11:29.268,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:06:30.693000,LEC,16,0 days 00:01:40.058000,38.0,2.0,,,0 days 00:00:26.762000,0 days 00:00:30.046000,0 days 00:00:43.250000,0 days 02:05:17.419000,0 days 02:05:47.465000,0 days 02:06:30.715000,272.0,264.0,258.0,307.0,False,HARD,17.0,True,Ferrari,0 days 02:04:50.635000,2024-04-21 08:13:09.308,1,3.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:08:11.482000,LEC,16,0 days 00:01:40.789000,39.0,2.0,,,0 days 00:00:26.666000,0 days 00:00:30.922000,0 days 00:00:43.201000,0 days 02:06:57.381000,0 days 02:07:28.303000,0 days 02:08:11.504000,273.0,265.0,264.0,324.0,False,HARD,18.0,True,Ferrari,0 days 02:06:30.693000,2024-04-21 08:14:49.366,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:09:51.213000,LEC,16,0 days 00:01:39.731000,40.0,2.0,,,0 days 00:00:26.506000,0 days 00:00:30.181000,0 days 00:00:43.044000,0 days 02:08:38.010000,0 days 02:09:08.191000,0 days 02:09:51.235000,271.0,266.0,263.0,325.0,False,HARD,19.0,True,Ferrari,0 days 02:08:11.482000,2024-04-21 08:16:30.155,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:11:30.838000,LEC,16,0 days 00:01:39.625000,41.0,2.0,,,0 days 00:00:26.415000,0 days 00:00:30.217000,0 days 00:00:42.993000,0 days 02:10:17.650000,0 days 02:10:47.867000,0 days 02:11:30.860000,275.0,269.0,265.0,327.0,False,HARD,20.0,True,Ferrari,0 days 02:09:51.213000,2024-04-21 08:18:09.886,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:13:10.744000,LEC,16,0 days 00:01:39.906000,42.0,2.0,,,0 days 00:00:26.532000,0 days 00:00:30.169000,0 days 00:00:43.205000,0 days 02:11:57.392000,0 days 02:12:27.561000,0 days 02:13:10.766000,277.0,269.0,259.0,311.0,False,HARD,21.0,True,Ferrari,0 days 02:11:30.838000,2024-04-21 08:19:49.511,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:14:50.652000,LEC,16,0 days 00:01:39.908000,43.0,2.0,,,0 days 00:00:26.691000,0 days 00:00:29.998000,0 days 00:00:43.219000,0 days 02:13:37.457000,0 days 02:14:07.455000,0 days 02:14:50.674000,276.0,269.0,258.0,310.0,False,HARD,22.0,True,Ferrari,0 days 02:13:10.744000,2024-04-21 08:21:29.417,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:16:30.493000,LEC,16,0 days 00:01:39.841000,44.0,2.0,,,0 days 00:00:26.662000,0 days 00:00:30.010000,0 days 00:00:43.169000,0 days 02:15:17.336000,0 days 02:15:47.346000,0 days 02:16:30.515000,275.0,268.0,258.0,310.0,False,HARD,23.0,True,Ferrari,0 days 02:14:50.652000,2024-04-21 08:23:09.325,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:18:10.518000,LEC,16,0 days 00:01:40.025000,45.0,2.0,,,0 days 00:00:26.729000,0 days 00:00:30.136000,0 days 00:00:43.160000,0 days 02:16:57.244000,0 days 02:17:27.380000,0 days 02:18:10.540000,277.0,268.0,258.0,311.0,False,HARD,24.0,True,Ferrari,0 days 02:16:30.493000,2024-04-21 08:24:49.166,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:19:50.742000,LEC,16,0 days 00:01:40.224000,46.0,2.0,,,0 days 00:00:26.857000,0 days 00:00:30.073000,0 days 00:00:43.294000,0 days 02:18:37.397000,0 days 02:19:07.470000,0 days 02:19:50.764000,278.0,268.0,258.0,310.0,False,HARD,25.0,True,Ferrari,0 days 02:18:10.518000,2024-04-21 08:26:29.191,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:21:31.058000,LEC,16,0 days 00:01:40.316000,47.0,2.0,,,0 days 00:00:26.713000,0 days 00:00:30.036000,0 days 00:00:43.567000,0 days 02:20:17.477000,0 days 02:20:47.513000,0 days 02:21:31.080000,276.0,269.0,258.0,310.0,False,HARD,26.0,True,Ferrari,0 days 02:19:50.742000,2024-04-21 08:28:09.415,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:23:11.216000,LEC,16,0 days 00:01:40.158000,48.0,2.0,,,0 days 00:00:26.759000,0 days 00:00:30.021000,0 days 00:00:43.378000,0 days 02:21:57.839000,0 days 02:22:27.860000,0 days 02:23:11.238000,276.0,268.0,259.0,309.0,False,HARD,27.0,True,Ferrari,0 days 02:21:31.058000,2024-04-21 08:29:49.731,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:24:51.639000,LEC,16,0 days 00:01:40.423000,49.0,2.0,,,0 days 00:00:26.786000,0 days 00:00:30.170000,0 days 00:00:43.467000,0 days 02:23:38.024000,0 days 02:24:08.194000,0 days 02:24:51.661000,276.0,269.0,258.0,308.0,False,HARD,28.0,True,Ferrari,0 days 02:23:11.216000,2024-04-21 08:31:29.889,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:26:31.976000,LEC,16,0 days 00:01:40.337000,50.0,2.0,,,0 days 00:00:26.803000,0 days 00:00:30.307000,0 days 00:00:43.227000,0 days 02:25:18.464000,0 days 02:25:48.771000,0 days 02:26:31.998000,276.0,268.0,259.0,308.0,False,HARD,29.0,True,Ferrari,0 days 02:24:51.639000,2024-04-21 08:33:10.312,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:28:12.181000,LEC,16,0 days 00:01:40.205000,51.0,2.0,,,0 days 00:00:26.813000,0 days 00:00:30.091000,0 days 00:00:43.301000,0 days 02:26:58.811000,0 days 02:27:28.902000,0 days 02:28:12.203000,276.0,269.0,259.0,309.0,False,HARD,30.0,True,Ferrari,0 days 02:26:31.976000,2024-04-21 08:34:50.649,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:29:52.634000,LEC,16,0 days 00:01:40.453000,52.0,2.0,,,0 days 00:00:26.834000,0 days 00:00:30.289000,0 days 00:00:43.330000,0 days 02:28:39.037000,0 days 02:29:09.326000,0 days 02:29:52.656000,276.0,268.0,259.0,309.0,False,HARD,31.0,True,Ferrari,0 days 02:28:12.181000,2024-04-21 08:36:30.854,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:31:33,LEC,16,0 days 00:01:40.366000,53.0,2.0,,,0 days 00:00:26.810000,0 days 00:00:30.117000,0 days 00:00:43.439000,0 days 02:30:19.466000,0 days 02:30:49.583000,0 days 02:31:33.022000,275.0,269.0,259.0,309.0,False,HARD,32.0,True,Ferrari,0 days 02:29:52.634000,2024-04-21 08:38:11.307,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:33:13.171000,LEC,16,0 days 00:01:40.171000,54.0,2.0,,,0 days 00:00:26.820000,0 days 00:00:30.075000,0 days 00:00:43.276000,0 days 02:31:59.842000,0 days 02:32:29.917000,0 days 02:33:13.193000,275.0,270.0,260.0,310.0,False,HARD,33.0,True,Ferrari,0 days 02:31:33,2024-04-21 08:39:51.673,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:34:54.053000,LEC,16,0 days 00:01:40.882000,55.0,2.0,,,0 days 00:00:27.018000,0 days 00:00:30.420000,0 days 00:00:43.444000,0 days 02:33:40.211000,0 days 02:34:10.631000,0 days 02:34:54.075000,276.0,269.0,259.0,309.0,False,HARD,34.0,True,Ferrari,0 days 02:33:13.171000,2024-04-21 08:41:31.844,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 02:36:34.621000,LEC,16,0 days 00:01:40.568000,56.0,2.0,,,0 days 00:00:26.873000,0 days 00:00:30.305000,0 days 00:00:43.390000,0 days 02:35:20.948000,0 days 02:35:51.253000,0 days 02:36:34.643000,276.0,270.0,260.0,308.0,False,HARD,35.0,True,Ferrari,0 days 02:34:54.053000,2024-04-21 08:43:12.726,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 00:57:05.582000,SAI,55,0 days 00:01:47.147000,1.0,1.0,,,,0 days 00:00:31.937000,0 days 00:00:44.363000,,0 days 00:56:21.424000,0 days 00:57:05.806000,278.0,271.0,260.0,315.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:55:18.169000,2024-04-21 07:03:36.842,1,9.0,False,,False,False,Chinese Grand Prix,2024
0 days 00:58:47.697000,SAI,55,0 days 00:01:42.115000,2.0,1.0,,,0 days 00:00:27.246000,0 days 00:00:31.059000,0 days 00:00:43.810000,0 days 00:57:32.882000,0 days 00:58:03.941000,0 days 00:58:47.751000,267.0,266.0,259.0,332.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:57:05.582000,2024-04-21 07:05:24.255,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:00:29.676000,SAI,55,0 days 00:01:41.979000,3.0,1.0,,,0 days 00:00:27.267000,0 days 00:00:30.965000,0 days 00:00:43.747000,0 days 00:59:15.018000,0 days 00:59:45.983000,0 days 01:00:29.730000,270.0,262.0,260.0,327.0,True,MEDIUM,3.0,True,Ferrari,0 days 00:58:47.697000,2024-04-21 07:07:06.370,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:02:11.821000,SAI,55,0 days 00:01:42.145000,4.0,1.0,,,0 days 00:00:27.400000,0 days 00:00:31.006000,0 days 00:00:43.739000,0 days 01:00:57.130000,0 days 01:01:28.136000,0 days 01:02:11.875000,271.0,265.0,260.0,331.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:00:29.676000,2024-04-21 07:08:48.349,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:03:54.031000,SAI,55,0 days 00:01:42.210000,5.0,1.0,,,0 days 00:00:27.279000,0 days 00:00:31.121000,0 days 00:00:43.810000,0 days 01:02:39.154000,0 days 01:03:10.275000,0 days 01:03:54.085000,277.0,266.0,259.0,332.0,False,MEDIUM,5.0,True,Ferrari,0 days 01:02:11.821000,2024-04-21 07:10:30.494,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:05:36.440000,SAI,55,0 days 00:01:42.409000,6.0,1.0,,,0 days 00:00:27.317000,0 days 00:00:31.132000,0 days 00:00:43.960000,0 days 01:04:21.402000,0 days 01:04:52.534000,0 days 01:05:36.494000,272.0,264.0,258.0,332.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:03:54.031000,2024-04-21 07:12:12.704,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:07:19.223000,SAI,55,0 days 00:01:42.783000,7.0,1.0,,,0 days 00:00:27.351000,0 days 00:00:31.085000,0 days 00:00:44.347000,0 days 01:06:03.845000,0 days 01:06:34.930000,0 days 01:07:19.277000,273.0,267.0,254.0,317.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:05:36.440000,2024-04-21 07:13:55.113,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:09:02.174000,SAI,55,0 days 00:01:42.951000,8.0,1.0,,,0 days 00:00:27.480000,0 days 00:00:31.199000,0 days 00:00:44.272000,0 days 01:07:46.757000,0 days 01:08:17.956000,0 days 01:09:02.228000,271.0,263.0,253.0,313.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:07:19.223000,2024-04-21 07:15:37.896,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:10:44.974000,SAI,55,0 days 00:01:42.800000,9.0,1.0,,,0 days 00:00:27.441000,0 days 00:00:31.194000,0 days 00:00:44.165000,0 days 01:09:29.669000,0 days 01:10:00.863000,0 days 01:10:45.028000,273.0,264.0,259.0,331.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:09:02.174000,2024-04-21 07:17:20.847,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:12:28.212000,SAI,55,0 days 00:01:43.238000,10.0,1.0,,,0 days 00:00:27.371000,0 days 00:00:31.806000,0 days 00:00:44.061000,0 days 01:11:12.399000,0 days 01:11:44.205000,0 days 01:12:28.266000,278.0,264.0,258.0,331.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:10:44.974000,2024-04-21 07:19:03.647,1,8.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:14:11.511000,SAI,55,0 days 00:01:43.299000,11.0,1.0,,,0 days 00:00:27.380000,0 days 00:00:31.597000,0 days 00:00:44.322000,0 days 01:12:55.646000,0 days 01:13:27.243000,0 days 01:14:11.565000,277.0,263.0,259.0,329.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:12:28.212000,2024-04-21 07:20:46.885,1,6.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:15:54.114000,SAI,55,0 days 00:01:42.603000,12.0,1.0,,,0 days 00:00:27.289000,0 days 00:00:31.140000,0 days 00:00:44.174000,0 days 01:14:38.854000,0 days 01:15:09.994000,0 days 01:15:54.168000,271.0,262.0,254.0,311.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:14:11.511000,2024-04-21 07:22:30.184,1,6.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:17:36.514000,SAI,55,0 days 00:01:42.400000,13.0,1.0,,,0 days 00:00:27.455000,0 days 00:00:31.031000,0 days 00:00:43.914000,0 days 01:16:21.623000,0 days 01:16:52.654000,0 days 01:17:36.568000,272.0,265.0,254.0,311.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:15:54.114000,2024-04-21 07:24:12.787,1,6.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:19:19.601000,SAI,55,0 days 00:01:43.087000,14.0,1.0,,,0 days 00:00:27.657000,0 days 00:00:31.162000,0 days 00:00:44.268000,0 days 01:18:04.225000,0 days 01:18:35.387000,0 days 01:19:19.655000,271.0,263.0,254.0,313.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:17:36.514000,2024-04-21 07:25:55.187,1,5.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:21:02.393000,SAI,55,0 days 00:01:42.792000,15.0,1.0,,,0 days 00:00:27.496000,0 days 00:00:31.088000,0 days 00:00:44.208000,0 days 01:19:47.151000,0 days 01:20:18.239000,0 days 01:21:02.447000,274.0,266.0,255.0,314.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:19:19.601000,2024-04-21 07:27:38.274,1,5.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:22:45.086000,SAI,55,0 days 00:01:42.693000,16.0,1.0,,,0 days 00:00:27.384000,0 days 00:00:31.091000,0 days 00:00:44.218000,0 days 01:21:29.831000,0 days 01:22:00.922000,0 days 01:22:45.140000,273.0,264.0,255.0,310.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:21:02.393000,2024-04-21 07:29:21.066,1,4.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:24:32.949000,SAI,55,0 days 00:01:47.863000,17.0,1.0,,0 days 01:24:31.343000,0 days 00:00:27.355000,0 days 00:00:31.014000,0 days 00:00:49.494000,0 days 01:23:12.495000,0 days 01:23:43.509000,0 days 01:24:33.003000,274.0,265.0,,309.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:22:45.086000,2024-04-21 07:31:03.759,1,5.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:26:31.801000,SAI,55,0 days 00:01:58.852000,18.0,2.0,0 days 01:24:53.893000,,0 days 00:00:45.627000,0 days 00:00:30.049000,0 days 00:00:43.176000,0 days 01:25:18.630000,0 days 01:25:48.679000,0 days 01:26:31.855000,270.0,267.0,256.0,326.0,False,HARD,1.0,True,Ferrari,0 days 01:24:32.949000,2024-04-21 07:32:51.622,1,9.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:28:11.565000,SAI,55,0 days 00:01:39.764000,19.0,2.0,,,0 days 00:00:26.609000,0 days 00:00:29.898000,0 days 00:00:43.257000,0 days 01:26:58.464000,0 days 01:27:28.362000,0 days 01:28:11.619000,270.0,264.0,257.0,308.0,True,HARD,2.0,True,Ferrari,0 days 01:26:31.801000,2024-04-21 07:34:50.474,1,9.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:29:52.226000,SAI,55,0 days 00:01:40.661000,20.0,2.0,,,0 days 00:00:26.873000,0 days 00:00:30.157000,0 days 00:00:43.631000,0 days 01:28:38.492000,0 days 01:29:08.649000,0 days 01:29:52.280000,274.0,267.0,261.0,331.0,False,HARD,3.0,True,Ferrari,0 days 01:28:11.565000,2024-04-21 07:36:30.238,12,9.0,False,,False,True,Chinese Grand Prix,2024
0 days 01:31:48.034000,SAI,55,0 days 00:01:55.808000,21.0,2.0,,,0 days 00:00:26.983000,0 days 00:00:31.136000,0 days 00:00:57.689000,0 days 01:30:19.263000,0 days 01:30:50.399000,0 days 01:31:48.088000,280.0,256.0,195.0,215.0,False,HARD,4.0,True,Ferrari,0 days 01:29:52.226000,2024-04-21 07:38:10.899,26,8.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:34:02.809000,SAI,55,0 days 00:02:14.775000,22.0,2.0,,,0 days 00:00:38.220000,0 days 00:00:38.751000,0 days 00:00:57.804000,0 days 01:32:26.308000,0 days 01:33:05.059000,0 days 01:34:02.863000,187.0,224.0,192.0,250.0,False,HARD,5.0,True,Ferrari,0 days 01:31:48.034000,2024-04-21 07:40:06.707,6,8.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:36:15.917000,SAI,55,0 days 00:02:13.108000,23.0,2.0,,,0 days 00:00:37.280000,0 days 00:00:37.160000,0 days 00:00:58.668000,0 days 01:34:40.143000,0 days 01:35:17.303000,0 days 01:36:15.971000,207.0,184.0,196.0,262.0,False,HARD,6.0,True,Ferrari,0 days 01:34:02.809000,2024-04-21 07:42:21.482,64,8.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:38:29.326000,SAI,55,0 days 00:02:13.409000,24.0,2.0,,,0 days 00:00:37.683000,0 days 00:00:38.503000,0 days 00:00:57.223000,0 days 01:36:53.654000,0 days 01:37:32.157000,0 days 01:38:29.380000,263.0,247.0,254.0,250.0,False,HARD,7.0,True,Ferrari,0 days 01:36:15.917000,2024-04-21 07:44:34.590,4,6.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:40:45.785000,SAI,55,0 days 00:02:16.459000,25.0,2.0,,,0 days 00:00:27.708000,0 days 00:00:47.613000,0 days 00:01:01.138000,0 days 01:38:57.088000,0 days 01:39:44.701000,0 days 01:40:45.839000,247.0,177.0,201.0,289.0,False,HARD,8.0,True,Ferrari,0 days 01:38:29.326000,2024-04-21 07:46:47.999,4,5.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:43:19.653000,SAI,55,,26.0,2.0,,,0 days 00:00:33.524000,0 days 00:00:44.227000,0 days 00:01:16.113000,0 days 01:41:19.515000,0 days 01:42:03.594000,0 days 01:43:19.801000,238.0,224.0,255.0,109.0,False,HARD,9.0,True,Ferrari,0 days 01:40:45.785000,2024-04-21 07:49:04.458,41,5.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:45:11.888000,SAI,55,0 days 00:01:52.235000,27.0,2.0,,,0 days 00:00:26.898000,0 days 00:00:30.310000,0 days 00:00:55.027000,0 days 01:43:46.605000,0 days 01:44:16.915000,0 days 01:45:11.942000,274.0,266.0,204.0,313.0,False,HARD,10.0,True,Ferrari,0 days 01:43:19.653000,2024-04-21 07:51:38.326,124,6.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:47:41.942000,SAI,55,,28.0,2.0,,,0 days 00:00:33.704000,0 days 00:00:51.452000,0 days 00:01:04.881000,0 days 01:45:45.716000,0 days 01:46:37.213000,0 days 01:47:42.120000,113.0,224.0,188.0,228.0,False,HARD,11.0,True,Ferrari,0 days 01:45:11.888000,2024-04-21 07:53:30.561,4,6.0,False,,False,False,Chinese Grand Prix,2024
0 days 01:50:07.868000,SAI,55,0 days 00:02:25.926000,29.0,2.0,,,0 days 00:00:39.665000,0 days 00:00:45.528000,0 days 00:01:00.733000,0 days 01:48:21.661000,0 days 01:49:07.189000,0 days 01:50:07.922000,248.0,244.0,199.0,287.0,False,HARD,12.0,True,Ferrari,0 days 01:47:41.942000,2024-04-21 07:56:00.615,4,6.0,False,,False,False,Chinese Grand Prix,2024
