Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Race,Year
0 days 02:05:51.370000,VER,1,0 days 00:01:29.472000,42.0,3.0,,,0 days 00:00:28.913000,0 days 00:00:35.869000,0 days 00:00:24.690000,0 days 02:04:50.866000,0 days 02:05:26.735000,0 days 02:05:51.425000,287.0,263.0,250.0,295.0,True,HARD,4.0,True,Red Bull Racing,0 days 02:04:21.898000,2024-07-07 15:09:18.927,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:07:20.475000,VER,1,0 days 00:01:29.105000,43.0,3.0,,,0 days 00:00:28.984000,0 days 00:00:35.655000,0 days 00:00:24.466000,0 days 02:06:20.409000,0 days 02:06:56.064000,0 days 02:07:20.530000,290.0,265.0,252.0,294.0,True,HARD,5.0,True,Red Bull Racing,0 days 02:05:51.370000,2024-07-07 15:10:48.399,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:08:49.847000,VER,1,0 days 00:01:29.372000,44.0,3.0,,,0 days 00:00:28.970000,0 days 00:00:35.867000,0 days 00:00:24.535000,0 days 02:07:49.500000,0 days 02:08:25.367000,0 days 02:08:49.902000,294.0,263.0,250.0,294.0,False,HARD,6.0,True,Red Bull Racing,0 days 02:07:20.475000,2024-07-07 15:12:17.504,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:10:18.984000,VER,1,0 days 00:01:29.137000,45.0,3.0,,,0 days 00:00:29.056000,0 days 00:00:35.591000,0 days 00:00:24.490000,0 days 02:09:18.958000,0 days 02:09:54.549000,0 days 02:10:19.039000,294.0,265.0,251.0,296.0,False,HARD,7.0,True,Red Bull Racing,0 days 02:08:49.847000,2024-07-07 15:13:46.876,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:11:48.527000,VER,1,0 days 00:01:29.543000,46.0,3.0,,,0 days 00:00:29.141000,0 days 00:00:35.901000,0 days 00:00:24.501000,0 days 02:10:48.180000,0 days 02:11:24.081000,0 days 02:11:48.582000,294.0,264.0,251.0,297.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:10:18.984000,2024-07-07 15:15:16.013,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:13:17.938000,VER,1,0 days 00:01:29.411000,47.0,3.0,,,0 days 00:00:28.989000,0 days 00:00:35.905000,0 days 00:00:24.517000,0 days 02:12:17.571000,0 days 02:12:53.476000,0 days 02:13:17.993000,294.0,264.0,252.0,298.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:11:48.527000,2024-07-07 15:16:45.556,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:14:46.890000,VER,1,0 days 00:01:28.952000,48.0,3.0,,,0 days 00:00:28.807000,0 days 00:00:36.166000,0 days 00:00:23.979000,0 days 02:13:46.800000,0 days 02:14:22.966000,0 days 02:14:46.945000,316.0,266.0,250.0,327.0,True,HARD,10.0,True,Red Bull Racing,0 days 02:13:17.938000,2024-07-07 15:18:14.967,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:16:16.450000,VER,1,0 days 00:01:29.560000,49.0,3.0,,,0 days 00:00:29.166000,0 days 00:00:35.949000,0 days 00:00:24.445000,0 days 02:15:16.111000,0 days 02:15:52.060000,0 days 02:16:16.505000,293.0,263.0,253.0,292.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:14:46.890000,2024-07-07 15:19:43.919,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:17:45.736000,VER,1,0 days 00:01:29.286000,50.0,3.0,,,0 days 00:00:29.084000,0 days 00:00:35.787000,0 days 00:00:24.415000,0 days 02:16:45.589000,0 days 02:17:21.376000,0 days 02:17:45.791000,295.0,265.0,252.0,290.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:16:16.450000,2024-07-07 15:21:13.479,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:19:15.179000,VER,1,0 days 00:01:29.443000,51.0,3.0,,,0 days 00:00:29.097000,0 days 00:00:35.888000,0 days 00:00:24.458000,0 days 02:18:14.888000,0 days 02:18:50.776000,0 days 02:19:15.234000,292.0,264.0,252.0,289.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:17:45.736000,2024-07-07 15:22:42.765,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:20:44.268000,VER,1,0 days 00:01:29.089000,52.0,3.0,,,0 days 00:00:29.149000,0 days 00:00:35.714000,0 days 00:00:24.226000,0 days 02:19:44.383000,0 days 02:20:20.097000,0 days 02:20:44.323000,298.0,266.0,251.0,306.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:19:15.179000,2024-07-07 15:24:12.208,1,2.0,False,,False,True,British Grand Prix,2024
0 days 00:59:53.091000,NOR,4,0 days 00:01:37.347000,1.0,1.0,,,,0 days 00:00:38.340000,0 days 00:00:25.641000,,0 days 00:59:27.570000,0 days 00:59:53.232000,302.0,257.0,246.0,293.0,False,MEDIUM,1.0,True,McLaren,0 days 00:58:15.512000,2024-07-07 14:03:12.541,1,4.0,False,,False,False,British Grand Prix,2024
0 days 01:01:25.279000,NOR,4,0 days 00:01:32.188000,2.0,1.0,,,0 days 00:00:29.225000,0 days 00:00:37.918000,0 days 00:00:25.045000,0 days 01:00:22.377000,0 days 01:01:00.295000,0 days 01:01:25.340000,317.0,259.0,248.0,320.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:53.091000,2024-07-07 14:04:50.120,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:02:57.270000,NOR,4,0 days 00:01:31.991000,3.0,1.0,,,0 days 00:00:29.279000,0 days 00:00:37.536000,0 days 00:00:25.176000,0 days 01:01:54.619000,0 days 01:02:32.155000,0 days 01:02:57.331000,304.0,260.0,247.0,312.0,True,MEDIUM,3.0,True,McLaren,0 days 01:01:25.279000,2024-07-07 14:06:22.308,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:04:29.246000,NOR,4,0 days 00:01:31.976000,4.0,1.0,,,0 days 00:00:29.320000,0 days 00:00:37.452000,0 days 00:00:25.204000,0 days 01:03:26.651000,0 days 01:04:04.103000,0 days 01:04:29.307000,301.0,260.0,248.0,309.0,True,MEDIUM,4.0,True,McLaren,0 days 01:02:57.270000,2024-07-07 14:07:54.299,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:06:00.962000,NOR,4,0 days 00:01:31.716000,5.0,1.0,,,0 days 00:00:29.363000,0 days 00:00:37.239000,0 days 00:00:25.114000,0 days 01:04:58.670000,0 days 01:05:35.909000,0 days 01:06:01.023000,307.0,261.0,248.0,312.0,True,MEDIUM,5.0,True,McLaren,0 days 01:04:29.246000,2024-07-07 14:09:26.275,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:07:32.858000,NOR,4,0 days 00:01:31.896000,6.0,1.0,,,0 days 00:00:29.368000,0 days 00:00:37.443000,0 days 00:00:25.085000,0 days 01:06:30.391000,0 days 01:07:07.834000,0 days 01:07:32.919000,309.0,260.0,248.0,313.0,False,MEDIUM,6.0,True,McLaren,0 days 01:06:00.962000,2024-07-07 14:10:57.991,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:09:04.929000,NOR,4,0 days 00:01:32.071000,7.0,1.0,,,0 days 00:00:29.557000,0 days 00:00:37.223000,0 days 00:00:25.291000,0 days 01:08:02.476000,0 days 01:08:39.699000,0 days 01:09:04.990000,295.0,256.0,248.0,296.0,False,MEDIUM,7.0,True,McLaren,0 days 01:07:32.858000,2024-07-07 14:12:29.887,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:10:36.947000,NOR,4,0 days 00:01:32.018000,8.0,1.0,,,0 days 00:00:29.566000,0 days 00:00:37.160000,0 days 00:00:25.292000,0 days 01:09:34.556000,0 days 01:10:11.716000,0 days 01:10:37.008000,298.0,258.0,248.0,298.0,False,MEDIUM,8.0,True,McLaren,0 days 01:09:04.929000,2024-07-07 14:14:01.958,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:12:08.923000,NOR,4,0 days 00:01:31.976000,9.0,1.0,,,0 days 00:00:29.558000,0 days 00:00:37.179000,0 days 00:00:25.239000,0 days 01:11:06.566000,0 days 01:11:43.745000,0 days 01:12:08.984000,298.0,258.0,247.0,298.0,False,MEDIUM,9.0,True,McLaren,0 days 01:10:36.947000,2024-07-07 14:15:33.976,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:13:40.753000,NOR,4,0 days 00:01:31.830000,10.0,1.0,,,0 days 00:00:29.516000,0 days 00:00:37.134000,0 days 00:00:25.180000,0 days 01:12:38.500000,0 days 01:13:15.634000,0 days 01:13:40.814000,296.0,258.0,248.0,300.0,False,MEDIUM,10.0,True,McLaren,0 days 01:12:08.923000,2024-07-07 14:17:05.952,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:15:12.501000,NOR,4,0 days 00:01:31.748000,11.0,1.0,,,0 days 00:00:29.417000,0 days 00:00:37.150000,0 days 00:00:25.181000,0 days 01:14:10.231000,0 days 01:14:47.381000,0 days 01:15:12.562000,300.0,259.0,248.0,299.0,False,MEDIUM,11.0,True,McLaren,0 days 01:13:40.753000,2024-07-07 14:18:37.782,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:16:44.219000,NOR,4,0 days 00:01:31.718000,12.0,1.0,,,0 days 00:00:29.501000,0 days 00:00:37.046000,0 days 00:00:25.171000,0 days 01:15:42.063000,0 days 01:16:19.109000,0 days 01:16:44.280000,298.0,259.0,247.0,300.0,False,MEDIUM,12.0,True,McLaren,0 days 01:15:12.501000,2024-07-07 14:20:09.530,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:18:15.691000,NOR,4,0 days 00:01:31.472000,13.0,1.0,,,0 days 00:00:29.496000,0 days 00:00:36.950000,0 days 00:00:25.026000,0 days 01:17:13.776000,0 days 01:17:50.726000,0 days 01:18:15.752000,298.0,262.0,249.0,315.0,True,MEDIUM,13.0,True,McLaren,0 days 01:16:44.219000,2024-07-07 14:21:41.248,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:19:47.098000,NOR,4,0 days 00:01:31.407000,14.0,1.0,,,0 days 00:00:29.300000,0 days 00:00:37.048000,0 days 00:00:25.059000,0 days 01:18:45.052000,0 days 01:19:22.100000,0 days 01:19:47.159000,312.0,261.0,249.0,318.0,True,MEDIUM,14.0,True,McLaren,0 days 01:18:15.691000,2024-07-07 14:23:12.720,1,4.0,False,,False,True,British Grand Prix,2024
0 days 01:21:18.044000,NOR,4,0 days 00:01:30.946000,15.0,1.0,,,0 days 00:00:29.380000,0 days 00:00:36.994000,0 days 00:00:24.572000,0 days 01:20:16.539000,0 days 01:20:53.533000,0 days 01:21:18.105000,313.0,264.0,249.0,326.0,True,MEDIUM,15.0,True,McLaren,0 days 01:19:47.098000,2024-07-07 14:24:44.127,1,3.0,False,,False,True,British Grand Prix,2024
0 days 01:22:49.734000,NOR,4,0 days 00:01:31.690000,16.0,1.0,,,0 days 00:00:29.378000,0 days 00:00:36.807000,0 days 00:00:25.505000,0 days 01:21:47.483000,0 days 01:22:24.290000,0 days 01:22:49.795000,293.0,260.0,247.0,296.0,False,MEDIUM,16.0,True,McLaren,0 days 01:21:18.044000,2024-07-07 14:26:15.073,1,3.0,False,,False,True,British Grand Prix,2024
0 days 01:24:24.038000,NOR,4,0 days 00:01:34.304000,17.0,1.0,,,0 days 00:00:29.606000,0 days 00:00:37.055000,0 days 00:00:27.643000,0 days 01:23:19.401000,0 days 01:23:56.456000,0 days 01:24:24.099000,291.0,257.0,244.0,300.0,False,MEDIUM,17.0,True,McLaren,0 days 01:22:49.734000,2024-07-07 14:27:46.763,1,3.0,False,,False,True,British Grand Prix,2024
0 days 01:25:58.163000,NOR,4,0 days 00:01:34.125000,18.0,1.0,,,0 days 00:00:29.647000,0 days 00:00:37.024000,0 days 00:00:27.454000,0 days 01:24:53.746000,0 days 01:25:30.770000,0 days 01:25:58.224000,290.0,257.0,222.0,302.0,False,MEDIUM,18.0,True,McLaren,0 days 01:24:24.038000,2024-07-07 14:29:21.067,1,3.0,False,,False,True,British Grand Prix,2024
0 days 01:27:39.599000,NOR,4,0 days 00:01:41.436000,19.0,1.0,,,0 days 00:00:32.740000,0 days 00:00:40.852000,0 days 00:00:27.844000,0 days 01:26:30.964000,0 days 01:27:11.816000,0 days 01:27:39.660000,292.0,236.0,231.0,301.0,False,MEDIUM,19.0,True,McLaren,0 days 01:25:58.163000,2024-07-07 14:30:55.192,1,2.0,False,,False,True,British Grand Prix,2024
0 days 01:29:17.303000,NOR,4,0 days 00:01:37.704000,20.0,1.0,,,0 days 00:00:32.090000,0 days 00:00:39.513000,0 days 00:00:26.101000,0 days 01:28:11.750000,0 days 01:28:51.263000,0 days 01:29:17.364000,285.0,248.0,248.0,297.0,False,MEDIUM,20.0,True,McLaren,0 days 01:27:39.599000,2024-07-07 14:32:36.628,1,1.0,True,TRACK LIMITS AT TURN 12 LAP 20 ,False,True,British Grand Prix,2024
0 days 01:30:48.816000,NOR,4,0 days 00:01:31.513000,21.0,1.0,,,0 days 00:00:29.432000,0 days 00:00:37.163000,0 days 00:00:24.918000,0 days 01:29:46.796000,0 days 01:30:23.959000,0 days 01:30:48.877000,289.0,257.0,249.0,301.0,False,MEDIUM,21.0,True,McLaren,0 days 01:29:17.303000,2024-07-07 14:34:14.332,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:32:19.676000,NOR,4,0 days 00:01:30.860000,22.0,1.0,,,0 days 00:00:29.314000,0 days 00:00:36.786000,0 days 00:00:24.760000,0 days 01:31:18.191000,0 days 01:31:54.977000,0 days 01:32:19.737000,288.0,257.0,250.0,299.0,True,MEDIUM,22.0,True,McLaren,0 days 01:30:48.816000,2024-07-07 14:35:45.845,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:33:50.852000,NOR,4,0 days 00:01:31.176000,23.0,1.0,,,0 days 00:00:29.451000,0 days 00:00:36.841000,0 days 00:00:24.884000,0 days 01:32:49.188000,0 days 01:33:26.029000,0 days 01:33:50.913000,291.0,254.0,249.0,302.0,False,MEDIUM,23.0,True,McLaren,0 days 01:32:19.676000,2024-07-07 14:37:16.705,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:35:22.481000,NOR,4,0 days 00:01:31.629000,24.0,1.0,,,0 days 00:00:29.489000,0 days 00:00:36.747000,0 days 00:00:25.393000,0 days 01:34:20.402000,0 days 01:34:57.149000,0 days 01:35:22.542000,289.0,259.0,249.0,298.0,False,MEDIUM,24.0,True,McLaren,0 days 01:33:50.852000,2024-07-07 14:38:47.881,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:36:56.788000,NOR,4,0 days 00:01:34.307000,25.0,1.0,,,0 days 00:00:29.696000,0 days 00:00:38.185000,0 days 00:00:26.426000,0 days 01:35:52.238000,0 days 01:36:30.423000,0 days 01:36:56.849000,291.0,257.0,231.0,298.0,False,MEDIUM,25.0,True,McLaren,0 days 01:35:22.481000,2024-07-07 14:40:19.510,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:38:38.303000,NOR,4,0 days 00:01:41.515000,26.0,1.0,,,0 days 00:00:30.452000,0 days 00:00:42.458000,0 days 00:00:28.605000,0 days 01:37:27.301000,0 days 01:38:09.759000,0 days 01:38:38.364000,290.0,255.0,213.0,301.0,False,MEDIUM,26.0,True,McLaren,0 days 01:36:56.788000,2024-07-07 14:41:53.817,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:40:23.109000,NOR,4,0 days 00:01:44.806000,27.0,1.0,,0 days 01:40:17.147000,0 days 00:00:32.069000,0 days 00:00:45.057000,0 days 00:00:27.680000,0 days 01:39:10.433000,0 days 01:39:55.490000,0 days 01:40:23.170000,289.0,246.0,,302.0,False,MEDIUM,27.0,True,McLaren,0 days 01:38:38.303000,2024-07-07 14:43:35.332,1,1.0,False,,False,False,British Grand Prix,2024
0 days 01:42:24.024000,NOR,4,0 days 00:02:00.915000,28.0,2.0,0 days 01:40:45.890000,,0 days 00:00:52.053000,0 days 00:00:40.758000,0 days 00:00:28.104000,0 days 01:41:15.223000,0 days 01:41:55.981000,0 days 01:42:24.085000,286.0,250.0,230.0,290.0,False,INTERMEDIATE,1.0,True,McLaren,0 days 01:40:23.109000,2024-07-07 14:45:20.138,1,2.0,False,,False,False,British Grand Prix,2024
0 days 01:44:04.290000,NOR,4,0 days 00:01:40.266000,29.0,2.0,,,0 days 00:00:31.594000,0 days 00:00:40.610000,0 days 00:00:28.062000,0 days 01:42:55.679000,0 days 01:43:36.289000,0 days 01:44:04.351000,289.0,248.0,225.0,297.0,False,INTERMEDIATE,2.0,True,McLaren,0 days 01:42:24.024000,2024-07-07 14:47:21.053,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:45:45.007000,NOR,4,0 days 00:01:40.717000,30.0,2.0,,,0 days 00:00:31.980000,0 days 00:00:40.583000,0 days 00:00:28.154000,0 days 01:44:36.331000,0 days 01:45:16.914000,0 days 01:45:45.068000,290.0,247.0,223.0,297.0,False,INTERMEDIATE,3.0,True,McLaren,0 days 01:44:04.290000,2024-07-07 14:49:01.319,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:47:26.320000,NOR,4,0 days 00:01:41.313000,31.0,2.0,,,0 days 00:00:31.855000,0 days 00:00:40.682000,0 days 00:00:28.776000,0 days 01:46:16.923000,0 days 01:46:57.605000,0 days 01:47:26.381000,290.0,244.0,223.0,296.0,False,INTERMEDIATE,4.0,True,McLaren,0 days 01:45:45.007000,2024-07-07 14:50:42.036,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:49:08.536000,NOR,4,0 days 00:01:42.216000,32.0,2.0,,,0 days 00:00:32.262000,0 days 00:00:41.072000,0 days 00:00:28.882000,0 days 01:47:58.643000,0 days 01:48:39.715000,0 days 01:49:08.597000,293.0,244.0,218.0,297.0,False,INTERMEDIATE,5.0,True,McLaren,0 days 01:47:26.320000,2024-07-07 14:52:23.349,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:50:51.143000,NOR,4,0 days 00:01:42.607000,33.0,2.0,,,0 days 00:00:32.409000,0 days 00:00:41.234000,0 days 00:00:28.964000,0 days 01:49:41.006000,0 days 01:50:22.240000,0 days 01:50:51.204000,293.0,242.0,217.0,297.0,False,INTERMEDIATE,6.0,True,McLaren,0 days 01:49:08.536000,2024-07-07 14:54:05.565,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:52:34.221000,NOR,4,0 days 00:01:43.078000,34.0,2.0,,,0 days 00:00:32.496000,0 days 00:00:41.716000,0 days 00:00:28.866000,0 days 01:51:23.700000,0 days 01:52:05.416000,0 days 01:52:34.282000,292.0,244.0,218.0,297.0,False,INTERMEDIATE,7.0,True,McLaren,0 days 01:50:51.143000,2024-07-07 14:55:48.172,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:54:17.156000,NOR,4,0 days 00:01:42.935000,35.0,2.0,,,0 days 00:00:32.639000,0 days 00:00:41.786000,0 days 00:00:28.510000,0 days 01:53:06.921000,0 days 01:53:48.707000,0 days 01:54:17.217000,295.0,244.0,222.0,299.0,False,INTERMEDIATE,8.0,True,McLaren,0 days 01:52:34.221000,2024-07-07 14:57:31.250,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:55:59.496000,NOR,4,0 days 00:01:42.340000,36.0,2.0,,,0 days 00:00:32.530000,0 days 00:00:42.138000,0 days 00:00:27.672000,0 days 01:54:49.747000,0 days 01:55:31.885000,0 days 01:55:59.557000,296.0,247.0,224.0,299.0,False,INTERMEDIATE,9.0,True,McLaren,0 days 01:54:17.156000,2024-07-07 14:59:14.185,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:57:39.282000,NOR,4,0 days 00:01:39.786000,37.0,2.0,,,0 days 00:00:31.936000,0 days 00:00:40.846000,0 days 00:00:27.004000,0 days 01:56:31.493000,0 days 01:57:12.339000,0 days 01:57:39.343000,292.0,246.0,238.0,299.0,False,INTERMEDIATE,10.0,True,McLaren,0 days 01:55:59.496000,2024-07-07 15:00:56.525,1,1.0,False,,False,True,British Grand Prix,2024
0 days 01:59:17.281000,NOR,4,0 days 00:01:37.999000,38.0,2.0,,,0 days 00:00:31.328000,0 days 00:00:39.844000,0 days 00:00:26.827000,0 days 01:58:10.671000,0 days 01:58:50.515000,0 days 01:59:17.342000,294.0,249.0,237.0,300.0,False,INTERMEDIATE,11.0,True,McLaren,0 days 01:57:39.282000,2024-07-07 15:02:36.311,1,1.0,False,,False,True,British Grand Prix,2024
0 days 02:00:54.027000,NOR,4,0 days 00:01:36.746000,39.0,2.0,,0 days 02:00:48.120000,0 days 00:00:31.241000,0 days 00:00:39.866000,0 days 00:00:25.639000,0 days 01:59:48.583000,0 days 02:00:28.449000,0 days 02:00:54.088000,292.0,249.0,,304.0,False,INTERMEDIATE,12.0,True,McLaren,0 days 01:59:17.281000,2024-07-07 15:04:14.310,1,1.0,False,,False,False,British Grand Prix,2024
0 days 02:02:48.867000,NOR,4,0 days 00:01:54.840000,40.0,3.0,0 days 02:01:18.481000,,0 days 00:00:52.596000,0 days 00:00:37.147000,0 days 00:00:25.097000,0 days 02:01:46.684000,0 days 02:02:23.831000,0 days 02:02:48.928000,293.0,260.0,251.0,294.0,False,SOFT,3.0,False,McLaren,0 days 02:00:54.027000,2024-07-07 15:05:51.056,1,2.0,False,,False,False,British Grand Prix,2024
0 days 02:04:18.600000,NOR,4,0 days 00:01:29.733000,41.0,3.0,,,0 days 00:00:28.786000,0 days 00:00:36.307000,0 days 00:00:24.640000,0 days 02:03:17.714000,0 days 02:03:54.021000,0 days 02:04:18.661000,295.0,261.0,252.0,302.0,True,SOFT,4.0,False,McLaren,0 days 02:02:48.867000,2024-07-07 15:07:45.896,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:05:48.606000,NOR,4,0 days 00:01:30.006000,42.0,3.0,,,0 days 00:00:28.934000,0 days 00:00:36.462000,0 days 00:00:24.610000,0 days 02:04:47.595000,0 days 02:05:24.057000,0 days 02:05:48.667000,290.0,260.0,252.0,296.0,False,SOFT,5.0,False,McLaren,0 days 02:04:18.600000,2024-07-07 15:09:15.629,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:07:17.868000,NOR,4,0 days 00:01:29.262000,43.0,3.0,,,0 days 00:00:28.826000,0 days 00:00:35.997000,0 days 00:00:24.439000,0 days 02:06:17.493000,0 days 02:06:53.490000,0 days 02:07:17.929000,295.0,262.0,252.0,301.0,True,SOFT,6.0,False,McLaren,0 days 02:05:48.606000,2024-07-07 15:10:45.635,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:08:47.620000,NOR,4,0 days 00:01:29.752000,44.0,3.0,,,0 days 00:00:29.102000,0 days 00:00:36.086000,0 days 00:00:24.564000,0 days 02:07:47.031000,0 days 02:08:23.117000,0 days 02:08:47.681000,293.0,263.0,251.0,300.0,False,SOFT,7.0,False,McLaren,0 days 02:07:17.868000,2024-07-07 15:12:14.897,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:10:17.255000,NOR,4,0 days 00:01:29.635000,45.0,3.0,,,0 days 00:00:29.062000,0 days 00:00:35.883000,0 days 00:00:24.690000,0 days 02:09:16.743000,0 days 02:09:52.626000,0 days 02:10:17.316000,297.0,263.0,244.0,304.0,False,SOFT,8.0,False,McLaren,0 days 02:08:47.620000,2024-07-07 15:13:44.649,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:11:47.215000,NOR,4,0 days 00:01:29.960000,46.0,3.0,,,0 days 00:00:29.406000,0 days 00:00:36.099000,0 days 00:00:24.455000,0 days 02:10:46.722000,0 days 02:11:22.821000,0 days 02:11:47.276000,295.0,262.0,251.0,302.0,False,SOFT,9.0,False,McLaren,0 days 02:10:17.255000,2024-07-07 15:15:14.284,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:13:17.053000,NOR,4,0 days 00:01:29.838000,47.0,3.0,,,0 days 00:00:29.118000,0 days 00:00:36.187000,0 days 00:00:24.533000,0 days 02:12:16.394000,0 days 02:12:52.581000,0 days 02:13:17.114000,295.0,262.0,250.0,301.0,False,SOFT,10.0,False,McLaren,0 days 02:11:47.215000,2024-07-07 15:16:44.244,1,2.0,False,,False,True,British Grand Prix,2024
0 days 02:14:47.609000,NOR,4,0 days 00:01:30.556000,48.0,3.0,,,0 days 00:00:29.274000,0 days 00:00:36.196000,0 days 00:00:25.086000,0 days 02:13:46.388000,0 days 02:14:22.584000,0 days 02:14:47.670000,295.0,262.0,250.0,300.0,False,SOFT,11.0,False,McLaren,0 days 02:13:17.053000,2024-07-07 15:18:14.082,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:16:18.124000,NOR,4,0 days 00:01:30.515000,49.0,3.0,,,0 days 00:00:29.176000,0 days 00:00:36.639000,0 days 00:00:24.700000,0 days 02:15:16.846000,0 days 02:15:53.485000,0 days 02:16:18.185000,313.0,259.0,251.0,302.0,False,SOFT,12.0,False,McLaren,0 days 02:14:47.609000,2024-07-07 15:19:44.638,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:17:48.668000,NOR,4,0 days 00:01:30.544000,50.0,3.0,,,0 days 00:00:29.399000,0 days 00:00:36.445000,0 days 00:00:24.700000,0 days 02:16:47.584000,0 days 02:17:24.029000,0 days 02:17:48.729000,299.0,262.0,251.0,300.0,False,SOFT,13.0,False,McLaren,0 days 02:16:18.124000,2024-07-07 15:21:15.153,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:19:19.437000,NOR,4,0 days 00:01:30.769000,51.0,3.0,,,0 days 00:00:29.324000,0 days 00:00:36.576000,0 days 00:00:24.869000,0 days 02:18:18.053000,0 days 02:18:54.629000,0 days 02:19:19.498000,296.0,261.0,251.0,301.0,False,SOFT,14.0,False,McLaren,0 days 02:17:48.668000,2024-07-07 15:22:45.697,1,3.0,False,,False,True,British Grand Prix,2024
0 days 02:20:50.350000,NOR,4,0 days 00:01:30.913000,52.0,3.0,,,0 days 00:00:29.626000,0 days 00:00:36.650000,0 days 00:00:24.637000,0 days 02:19:49.124000,0 days 02:20:25.774000,0 days 02:20:50.411000,298.0,262.0,250.0,304.0,False,SOFT,15.0,False,McLaren,0 days 02:19:19.437000,2024-07-07 15:24:16.466,1,3.0,False,,False,True,British Grand Prix,2024
0 days 00:59:53.752000,PIA,81,0 days 00:01:38.008000,1.0,1.0,,,,0 days 00:00:38.659000,0 days 00:00:25.803000,,0 days 00:59:28.110000,0 days 00:59:53.870000,305.0,257.0,246.0,306.0,False,MEDIUM,1.0,True,McLaren,0 days 00:58:15.512000,2024-07-07 14:03:12.541,1,5.0,False,,False,False,British Grand Prix,2024
0 days 01:01:26.113000,PIA,81,0 days 00:01:32.361000,2.0,1.0,,,0 days 00:00:29.489000,0 days 00:00:37.642000,0 days 00:00:25.230000,0 days 01:00:23.323000,0 days 01:01:00.965000,0 days 01:01:26.195000,316.0,260.0,247.0,329.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:53.752000,2024-07-07 14:04:50.781,1,5.0,False,,False,True,British Grand Prix,2024
0 days 01:02:58.040000,PIA,81,0 days 00:01:31.927000,3.0,1.0,,,0 days 00:00:29.310000,0 days 00:00:37.490000,0 days 00:00:25.127000,0 days 01:01:55.505000,0 days 01:02:32.995000,0 days 01:02:58.122000,314.0,259.0,247.0,323.0,True,MEDIUM,3.0,True,McLaren,0 days 01:01:26.113000,2024-07-07 14:06:23.142,1,5.0,False,,False,True,British Grand Prix,2024
